MedicineName,Old price,NewPrice,Quantity,Stars,Rating,Discount,Description
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Dr.Willmar Schwabe India Nux Vomica 1000CH Liquid,₹120,₹92,0,0,0,23% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹555,₹339,0,0,0,38% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Dr.Willmar Schwabe India Bacopa Monnieri (Brahmi) Mothe...,₹460,₹320,0,3.8,(13),30% off,Bank Offer
Dr.Willmar Schwabe India Berberis Aquifolium Mother Tin...,"₹1,000",₹800,0,3.9,(19),20% off,Bank Offer
Dr. Reckeweg Cholesterinum 3x Tablets,₹520,₹374,0,4.4,(36),28% off,Bank Offer
SBL Aurum Muriaticum Natronatum 3X Tablets,₹285,₹204,0,4.2,(25),28% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
WHEEZAL WL- 14 Grow Tall Drops,₹320,₹256,0,4,(4),20% off,Bank Offer
HASLAB Fatoline Drops,₹510,₹360,0,0,0,29% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Bakson's Homoeopathy Alfavena Malt Powder,₹225,₹160,0,3.9,(25),28% off,Bank Offer
LORD'S L 165 Tumour Drops,₹450,₹324,0,0,0,28% off,Bank Offer
ADEL No. 13 (FATTEX) Weight Management Drops,₹900,₹710,0,4.3,(7),21% off,Bank Offer
WHEEZAL WL-48 Fibroid Uterus Drops,₹320,₹216,0,4,(20),32% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bakson's Homoeopathy Natrum Muriaticum 12X Tablets,₹655,₹337,0,0,0,48% off,Bank Offer
Dr.Willmar Schwabe India Acidum Nitricum 30CH Mother Ti...,₹270,₹194,0,0,0,28% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bakson's Homoeopathy Sugar Globules 30 Globules,₹206,₹164,0,4.8,(5),20% off,Bank Offer
ADVEN Alfa Malt,₹640,₹420,0,0,0,34% off,Bank Offer
SBL Calcarea phosphorica 6X Tablets,₹95,₹72,0,4.2,(140),24% off,Bank Offer
Bjain Clematis Erecta Q Mother Tincture,"₹1,380",₹838,0,0,0,39% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
LORD'S Yohimbinum 3X Tablets,₹150,₹89,0,4.2,(48),40% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 6X Tablets,₹655,₹485,0,4.3,(17),25% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bakson's Homoeopathy Damiana Q Mother Tincture,₹140,₹76,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Echinacea Angustifolia (Ext.) Q Mo...,₹220,₹120,0,5,(3),45% off,Bank Offer
Dr.Willmar Schwabe India Cinchona Officinalis (China) 2...,₹315,₹226,0,4.1,(14),28% off,Bank Offer
Bakson's Homoeopathy Alfalfa Tonic Syrup,₹270,₹207,0,4.4,(17),23% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Dr.Willmar Schwabe India Agnus Castus Mother Tincture,₹345,₹239,0,3.5,(30),30% off,Bank Offer
Bakson's Homoeopathy Ferrum Plus (Sugar Free) Syrup,₹350,₹212,0,4.7,(15),39% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
ADVEN Folli Plus External Drops,₹375,₹264,0,4,(6),29% off,Bank Offer
Dr.Willmar Schwabe India Caladium Seguinum 30CH 30CH Li...,₹270,₹194,0,3.8,(62),28% off,Bank Offer
Dr. Reckeweg Silicea 6X Tablets,₹570,₹413,0,4.6,(5),27% off,Bank Offer
Dr.Willmar Schwabe India Robinia Pseudocacia 30CH 30CH ...,₹270,₹216,0,0,0,20% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
LORD'S Tone Up 5000 Drops,"₹1,197",₹770,0,4.1,(9),35% off,Bank Offer
Dr. Reckeweg Lycopodium 200 Liquid,₹290,₹212,0,4.2,(102),26% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Bakson's Homoeopathy Ginkgo Biloba Q Mother Tincture,₹220,₹120,0,0,0,45% off,Bank Offer
Dr. Reckeweg R77-Anti-Smoking Drops,₹250,₹200,0,3.8,(61),20% off,Bank Offer
LORD'S Titanium 3X Tablets,₹300,₹240,0,4.6,(7),20% off,Bank Offer
SBL Bio-Combination 28 N/A Tablets,₹285,₹196,0,4.1,(25),31% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bjain Damiana Q Mother Tincture,₹930,₹611,0,0,0,34% off,Bank Offer
Bjain Omeo Sleep Drops,₹300,₹189,0,3.9,(7),37% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Dr.Willmar Schwabe India Allium Cepa 30CH 30CH Liquid,₹360,₹240,0,0,0,33% off,Bank Offer
Bakson's Homoeopathy Natrum Muriaticum 30X Tablets,₹720,₹357,0,0,0,50% off,Bank Offer
Bjain Caulophyllum Thalictroides Q Mother Tincture,"₹1,440",₹879,0,0,0,38% off,Bank Offer
ADVEN Folli Plus Tablets,₹600,₹399,0,0,0,33% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr.Willmar Schwabe India Bryonia Alba 200CH 200CH Liqui...,₹420,₹302,0,4.9,(8),28% off,Bank Offer
WHEEZAL WL-59 Pyorrhoea Drops,₹435,₹312,0,3.4,(5),28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Dr.Willmar Schwabe India Ocimum Sanctum Mother Tincture,₹300,₹216,0,4.6,(14),28% off,Bank Offer
Bhargava Phytolab Spondin Drops,₹170,₹122,0,4.2,(117),28% off,Bank Offer
LORD'S Bio Combination No 18 Tablets,₹620,₹458,0,0,0,26% off,Bank Offer
Dr.Willmar Schwabe India Calcarea Fluorica 6X Tablets,₹90,₹68,0,4,(27),24% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Dr.Willmar Schwabe India Hamamelis Virginica 30CH 30CH ...,₹270,₹194,0,4.8,(4),28% off,Bank Offer
Dr.Willmar Schwabe India Passiflora Incarnata Mother Ti...,₹250,₹184,0,4.2,(33),26% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
ADVEN Alfa-G Liquid,₹300,₹216,0,0,0,28% off,Bank Offer
Dr.Willmar Schwabe India Arnica Montana Q Mother Tinctu...,₹195,₹125,0,4.2,(89),35% off,Bank Offer
LORD'S Uricid Drops,₹300,₹216,0,4.3,(24),28% off,Bank Offer
Dr.Willmar Schwabe India Aconitum Napellus 30CH 30CH Li...,₹360,₹240,0,0,0,33% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bhargava Phytolab Spondin Drops,₹680,₹480,0,4.5,(19),29% off,Bank Offer
Bjain Belladonna Q Mother Tincture,₹185,₹125,0,0,0,32% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
New Life Laboratories NL-16-Herpes Drops,₹280,₹201,0,0,0,28% off,Bank Offer
Dr.Willmar Schwabe India Selenium 30CH 30CH Liquid,₹360,₹259,0,3.4,(9),28% off,Bank Offer
LORD'S Titanium 3X Tablets,₹450,₹336,0,0,0,25% off,Bank Offer
LORD'S Tumourex Drops,₹480,₹336,0,4.6,(5),30% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Dr.Willmar Schwabe India Yohimbinum Mother Tincture,"₹1,280","₹1,052",0,0,0,17% off,Bank Offer
SBL Bio-Combination 27 Tablets,₹190,₹152,0,4.1,(7),20% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Dr.Willmar Schwabe India Selenium 6X 6X Tablets,₹375,₹269,0,3.3,(7),28% off,Bank Offer
Bakson's Homoeopathy Biochemic Combination Tablets # 6 ...,₹655,₹357,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Natrum Muriaticum 3X Tablets,₹655,₹337,0,0,0,48% off,Bank Offer
Bjain Chionanthus Virginica Q Mother Tincture,₹385,₹236,0,0,0,38% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr. Reckeweg Calcarea Fluoricum 6x Tablets,₹190,₹144,0,4.2,(117),24% off,Bank Offer
Bakson's Homoeopathy Natrum Muriaticum 200X Tablets,₹795,₹393,0,0,0,50% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bjain Omeo Sleep Drops,₹450,₹259,0,5,(3),42% off,Bank Offer
Dr.Willmar Schwabe India Plumbum Metallicum 200CH Liqui...,₹210,₹148,0,3.8,(4),29% off,Bank Offer
Dr.Willmar Schwabe India Cinchona Officinalis (China) 3...,₹450,₹324,0,0,0,28% off,Bank Offer
LORD'S Alfa-Tone With Ginseng Syrup,₹320,₹230,0,3.3,(4),28% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Dr. Reckeweg Ashwagandha Q Liquid,₹310,₹248,0,4.2,(206),20% off,Bank Offer
New Life Laboratories NL-16-Herpes Drops,₹405,₹288,0,0,0,28% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
SBL Jacaranda Caroba Q Mother Tincture,₹630,₹467,0,4.3,(3),25% off,Bank Offer
Bjain Conium Maculatum Q Mother Tincture,₹870,₹604,0,0,0,30% off,Bank Offer
Dr. Reckeweg Lycopodium Q Liquid,₹520,₹400,0,5,(3),23% off,Bank Offer
SBL Acid Phosphoric Liquid,₹325,₹233,0,4.9,(7),28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Dr. Reckeweg Yohimbinum Q Liquid,₹730,₹557,0,4.1,(11),23% off,Bank Offer
HASLAB G.H. Phos Tonic Syrup,₹280,₹201,0,4.3,(50),28% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
LORD'S Titanium 3X Tablets,₹150,₹101,0,3.6,(29),32% off,Bank Offer
Bjain Caladium Seguinum Q Mother Tincture,₹530,₹343,0,0,0,35% off,Bank Offer
Bjain Acidum Phosphoricum Q Mother Tincture,₹280,₹171,0,3.8,(5),38% off,Bank Offer
Bjain Belladonna Q Mother Tincture,₹555,₹339,0,0,0,38% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(116),32% off,Bank Offer
Dr.Willmar Schwabe India Sabal Serrulata Mother Tinctur...,₹295,₹212,0,4,(128),28% off,Bank Offer
Dr.Willmar Schwabe India Alfalfa Mother Tincture,₹440,₹300,0,4.3,(6),31% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Dr.Willmar Schwabe India Lycopodium Clavatum 30CH Liqui...,₹90,₹68,0,4,(30),24% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹390,₹238,0,0,0,38% off,Bank Offer
Bakson's Homoeopathy Petroselinum Sativum Q Mother Tinc...,₹220,₹120,0,0,0,45% off,Bank Offer
BAKSONS Dr Bakshis B Drop 69 - Sciatica Drops,₹320,₹230,0,3.9,(21),28% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr.Willmar Schwabe India Ferrum Phosphoricum 6X Tablets,₹655,₹489,0,0,0,25% off,Bank Offer
Dr.Willmar Schwabe India Calcarea Fluorica 6X 6X Tablet...,₹360,₹240,0,4.2,(25),33% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bjain Aesculus Hippocastanum Q Mother Tincture,₹200,₹129,0,0,0,35% off,Bank Offer
Dr. Reckeweg R59-Against Obesity Slimming Effect Drops,"₹1,080",₹830,0,4.2,(51),23% off,Bank Offer
Dr. Reckeweg Silicea 12x Tablets,₹340,₹258,0,4.2,(126),24% off,Bank Offer
SBL Aurum Muriaticum Natronatum 3X Tablets,"₹1,140",₹926,0,4.7,(3),18% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Dr.Willmar Schwabe India Caladium Seguinum 30CH 30CH Li...,₹360,₹259,0,4.1,(39),28% off,Bank Offer
Bakson's Homoeopathy Chininum Sulphuricum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bjain Arnica Montana Q Mother Tincture,₹265,₹180,0,4.3,(6),32% off,Bank Offer
Bjain Scutellaria Q Mother Tincture,₹215,₹131,0,4,(1),39% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 12X Tablets,₹655,₹357,0,5,(3),45% off,Bank Offer
Bakson's Homoeopathy Chininum Sulphuricum 3X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹190,₹122,0,0,0,35% off,Bank Offer
SBL Stramonium 30CH Liquid,₹285,₹204,0,4.2,(20),28% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Dr. Reckeweg Kali Phosphoricum 12X Tablets,₹510,₹410,0,4.7,(3),19% off,Bank Offer
Bjain Curcuma Longa Q Mother Tincture,₹185,₹125,0,0,0,32% off,Bank Offer
Bakson's Homoeopathy Biochemic Combination Tablets # 5 ...,₹655,₹337,0,0,0,48% off,Bank Offer
Bjain Cantharis Q Mother Tincture,"₹1,230",₹896,0,0,0,27% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bakson's Homoeopathy Scrophularia Nodosa Q Mother Tinct...,₹220,₹120,0,0,0,45% off,Bank Offer
Dr. Reckeweg Chelone G Q Liquid,₹620,₹520,0,0,0,16% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
SBL Alfalfa Tonic with Gingeng Liquid,₹300,₹216,0,3.8,(112),28% off,Bank Offer
Dr. Reckeweg R59-Against Obesity Slimming Effect Drops,"₹1,350","₹1,115",0,3.8,(28),17% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Dr.Willmar Schwabe India Thuja Occidentalis 1M 1M Liqui...,₹600,₹450,0,4,(5),25% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
ADEL No. 28 (PLEVENT) Cholesterol Management Drops,"₹1,200",₹980,0,4.3,(3),18% off,Bank Offer
Dr. Reckeweg Rauwolfia Serp Q Liquid,₹620,₹499,0,5,(3),19% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bakson's Homoeopathy Plantago Major Q Mother Tincture,₹110,₹60,0,0,0,45% off,Bank Offer
Dr.Willmar Schwabe India Jaborandi Mother Tincture,₹280,₹201,0,4,(205),28% off,Bank Offer
LORD'S Bio Combination No 12 Tablets,₹620,₹458,0,0,0,26% off,Bank Offer
LORD'S Brenex Syrup,₹310,₹223,0,0,0,28% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
SBL Teucrium Marum Verum 200CH Liquid,₹300,₹216,0,3.8,(4),28% off,Bank Offer
SBL Cinchona Officinalis Q Mother Tincture,₹300,₹216,0,0,0,28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Dr.Willmar Schwabe India Cydonia Vulgaris Mother Tinctu...,₹965,₹698,0,4.1,(55),27% off,Bank Offer
Dr.Willmar Schwabe India Sabal Serrulata Mother Tinctur...,₹595,₹320,0,4.4,(66),46% off,Bank Offer
Dr.Willmar Schwabe India Belladonna 30CH 30CH Liquid,₹270,₹194,0,4.6,(7),28% off,Bank Offer
Dr.Willmar Schwabe India Cydonia Vulgaris 30CH 30CH Liq...,₹270,₹194,0,3.8,(129),28% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bakson's Homoeopathy Pentaphos Syrup,₹305,₹166,0,4.5,(14),45% off,Bank Offer
WHEEZAL WL-52 Ovarrine Cyst Drops,₹510,₹360,0,0,0,29% off,Bank Offer
Dr.Willmar Schwabe India Calcarea Sulphurica 6X 6X Tabl...,₹360,₹259,0,3.7,(3),28% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
SBL Natrum Muriaticum 6CH Liquid,₹95,₹75,0,4.6,(45),21% off,Bank Offer
LORD'S Selenium 3X Tablets,₹300,₹240,0,3.5,(4),20% off,Bank Offer
Dr. Reckeweg Selenium 3x Tablets,₹240,₹192,0,3.9,(225),20% off,Bank Offer
SBL Alfalfa Tonic (Sugarfree) Liquid,₹660,₹475,0,3.8,(5),28% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bakson's Homoeopathy Kalmegh Aid Syrup,₹285,₹204,0,4.2,(17),28% off,Bank Offer
Bjain Chenopodium Anthelminticum 12 CH Liquid,₹170,₹122,0,0,0,28% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Dr.Willmar Schwabe India Selenium 6X 6X Tablets,₹250,₹200,0,4.4,(5),20% off,Bank Offer
Dr. Reckeweg Arsenicum Album 30 CH Liquid,₹300,₹198,0,4.4,(57),34% off,Bank Offer
Dr.Willmar Schwabe India Belladonna 30CH 30CH Liquid,₹360,₹259,0,4.2,(5),28% off,Bank Offer
Dr.Willmar Schwabe India Pyrogenium 200CH Liquid,₹105,₹80,0,3.7,(10),23% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr. Reckeweg Ustilago May Q Liquid,₹765,₹588,0,0,0,23% off,Bank Offer
Dr.Willmar Schwabe India Alfalfa Tonic-Paediatric Syrup,₹480,₹345,0,4.3,(6),28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bjain Ginseng Q Mother Tincture,"₹1,035",₹692,0,0,0,33% off,Bank Offer
Bjain Allium Cepa Q Mother Tincture,₹185,₹125,0,0,0,32% off,Bank Offer
New Life Laboratories NL-16-Herpes Drops,₹700,₹495,0,0,0,29% off,Bank Offer
WHEEZAL WL-24 U.T.I. Drops,₹320,₹229,0,3.8,(5),28% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
SBL Baptisia Tinctoria Q Liquid,₹745,₹570,0,0,0,23% off,Bank Offer
Bjain Hamamelis Virginica Q Mother Tincture,₹310,₹189,0,0,0,39% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Dr. Reckeweg R20-Glandular (Women) Drops,"₹1,080",₹850,0,0,0,21% off,Bank Offer
ADVEN D Tox Drops,₹150,₹113,0,4.5,(2),24% off,Bank Offer
Dr.Willmar Schwabe India Selenium 200CH 200CH Liquid,₹215,₹163,0,4,(42),24% off,Bank Offer
Bjain Collinsonia Canadensis Q Mother Tincture,₹200,₹122,0,0,0,39% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Dr.Willmar Schwabe India Thuja Occidentalis 1M 1M Liqui...,₹245,₹185,0,4,(162),24% off,Bank Offer
WHEEZAL WL-14 Grow Tall Drops,₹340,₹240,0,4.4,(8),29% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
SBL Five Phos Tablets,₹285,₹202,0,4.2,(47),29% off,Bank Offer
Dr.Willmar Schwabe India Iodium 200CH Liquid,₹210,₹148,0,4.1,(11),29% off,Bank Offer
HASLAB Alfalfa Super Abcd Tonic Sf Syrup,₹125,₹95,0,0,0,24% off,Bank Offer
Bjain Cinchona Officinalis Q Mother Tincture,₹185,₹125,0,4.5,(4),32% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(116),32% off,Bank Offer
Dr.Willmar Schwabe India Avena Sativa Mother Tincture,₹400,₹288,0,3.9,(12),28% off,Bank Offer
Dr.Willmar Schwabe India Cinchona Officinalis (China) 3...,₹360,₹240,0,4.3,(4),33% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
