MedicineName,Old price,NewPrice,Quantity,Stars,Rating,Discount,Description
Dr.Willmar Schwabe India Essentia Infantia Liquid,₹330,₹237,0,0,0,28% off,Bank Offer
Dr.Willmar Schwabe India Syzygium Jambolanum Mother Tin...,₹200,₹125,0,4.3,(65),37% off,Bank Offer
LORD'S Yohimbinum 3X Tablets,₹340,₹177,0,3.9,(21),47% off,Bank Offer
SBL Alfalfa Tonic - Pediatrics Liquid,₹165,₹131,0,4.4,(82),20% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Dr. Reckeweg Acid Phosph Q Liquid,₹470,₹376,0,3.7,(45),20% off,Bank Offer
Dr.Willmar Schwabe India Arsenicum Sulphuratum Flavum 3...,₹320,₹230,0,3,(5),28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Dr. Reckeweg Selenium 30 Liquid,₹250,₹182,0,3.9,(56),27% off,Bank Offer
Dr.Willmar Schwabe India Caladium Seguinum 30CH 30CH Li...,₹180,₹129,0,3.8,(110),28% off,Bank Offer
Bakson's Homoeopathy Tribulus Terrestris Q Mother Tinct...,₹110,₹60,0,0,0,45% off,Bank Offer
Bjain Agnus Castus Q Mother Tincture,₹795,₹508,0,0,0,36% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bjain Crotalus Horridus 30 CH Dilution,₹170,₹122,0,0,0,28% off,Bank Offer
LORD'S Calc Flour 6X Tablets,₹190,₹152,0,3.7,(3),20% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bjain Abies Nigra Q Mother Tincture,₹200,₹122,0,0,0,39% off,Bank Offer
Dr.Willmar Schwabe India Damiana Mother Tincture,₹140,₹112,0,4,(118),20% off,Bank Offer
Bjain Acidum Phosphoricum Q Mother Tincture,₹220,₹142,0,0,0,35% off,Bank Offer
Dr.Willmar Schwabe India Kali Bromatum 30CH 30CH Liquid,₹180,₹102,0,3.9,(8),43% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Dr.Willmar Schwabe India Berberis Vulgaris 200CH 200CH ...,₹315,₹226,0,0,0,28% off,Bank Offer
Dr.Willmar Schwabe India Agnus Castus 30CH 30CH Liquid,₹360,₹259,0,3.7,(17),28% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Bakson Slim & Fit Capsules,₹245,₹158,0,4,(108),35% off,Bank Offer
Dr.Willmar Schwabe India Phosphorus 30CH Liquid,₹180,₹129,0,4.6,(7),28% off,Bank Offer
Dr.Willmar Schwabe India Calcarea Phosphorica 6X 6X Tab...,₹300,₹192,0,4.2,(9),36% off,Bank Offer
"Dr. Reckeweg R29-Vertigo, Syncope Drops",₹270,₹204,0,4,(49),24% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(116),32% off,Bank Offer
Dr.Willmar Schwabe India Damiana Mother Tincture,₹520,₹374,0,3.6,(5),28% off,Bank Offer
Dr.Willmar Schwabe India Caladium Seguinum 1000 CH Liqu...,₹240,₹172,0,4.4,(31),28% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Dr.Willmar Schwabe India Ocimum Sanctum Q Mother Tinctu...,₹100,₹79,0,4.1,(35),21% off,Bank Offer
Bhargava Phytolab Garcinia Cambogia Drops,₹349,₹239,0,3.7,(59),31% off,Bank Offer
Dr.Willmar Schwabe India Symphytum Officinale 200CH Liq...,₹210,₹149,0,0,0,29% off,Bank Offer
Dr. Reckeweg Kali Phosphoricum 6x Tablets,₹340,₹272,0,4.5,(110),20% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr.Willmar Schwabe India Tribulus Terrestris Q Liquid,₹200,₹144,0,3.9,(171),28% off,Bank Offer
Dr. Reckeweg Arsenicum Album 30 CH Liquid,₹380,₹268,0,4.3,(59),29% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bakson's Homoeopathy Andrographis Paniculata (Kalmegh) ...,₹155,₹81,0,4.1,(8),47% off,Bank Offer
SBL Causticum 6 CH Dilution,₹95,₹75,0,0,0,21% off,Bank Offer
Dr.Willmar Schwabe India Fucus Vesiculosus Mother Tinct...,₹260,₹208,0,0,0,20% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 6X Tablets,₹95,₹67,0,4.3,(21),29% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Dr.Willmar Schwabe India Agnus Castus 200CH 200CH Liqui...,₹210,₹151,0,3.7,(22),28% off,Bank Offer
ALLEN A59 Tumour Drops,₹350,₹265,0,4,(4),24% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Dr. Reckeweg Borax 3x Tablets,₹440,₹352,0,4.2,(14),20% off,Bank Offer
Bjain Calotropis Gigantea Q Mother Tincture,₹200,₹129,0,0,0,35% off,Bank Offer
Bakson's Homoeopathy Bromium 30 Dilution,₹100,₹68,0,0,0,32% off,Bank Offer
ADVEN Folli Plus Combo Drops,₹250,₹159,0,4.1,(17),36% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Dr.Willmar Schwabe India Phosphorus 200CH 200CH Liquid,₹215,₹163,0,4.7,(7),24% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 30X Tablets,₹720,₹357,0,0,0,50% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
SBL Gelsemium Sempervirens 30CH Liquid,₹95,₹75,0,4.2,(67),21% off,Bank Offer
Bjain Alfalfa Q Mother Tincture,₹185,₹123,0,4.3,(24),33% off,Bank Offer
Dr.Willmar Schwabe India Thuja Occidentalis 1M 1M Liqui...,₹480,₹307,0,3.9,(9),36% off,Bank Offer
Dr. Reckeweg Lycopodium 30 Liquid,₹135,₹107,0,4.5,(6),20% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Dr.Willmar Schwabe India Nux Vomica 200CH 200CH Liquid,₹210,₹148,0,4.2,(25),29% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹150,₹91,0,4.1,(42),39% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Bakson's Homoeopathy Chininum Sulphuricum 3X Tablets,₹150,₹81,0,0,0,46% off,Bank Offer
Dr.Willmar Schwabe India Selenium 30CH 30CH Liquid,₹450,₹324,0,0,0,28% off,Bank Offer
LORD'S L 155 Pancreas Drops,₹150,₹101,0,0,0,32% off,Bank Offer
LORD'S Oleum Jecoris 3X Tablets,₹150,₹88,0,3.8,(4),41% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Dr.Willmar Schwabe India Paeonia Officinalis Q Mother T...,₹280,₹201,0,0,0,28% off,Bank Offer
Dr. Reckeweg Abrotanum 30 Liquid,₹405,₹291,0,0,0,28% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bakson's Homoeopathy Homoeovit Syrup,₹185,₹143,0,0,0,22% off,Bank Offer
ADVEN Laxease 210 Tablets Tablets,₹420,₹319,0,4.5,(12),24% off,Bank Offer
SBL Bio-Combination 28 N/A Tablets,₹190,₹115,0,4.4,(68),39% off,Bank Offer
Dr. Reckeweg Alfalfa Tonic Liquid,"₹1,350","₹1,019",0,4.3,(18),24% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
SBL Alfalfa Tonic with Gingeng Liquid,₹125,₹89,0,3.9,(137),28% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹165,₹78,0,3.3,(3),52% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bakson's Homoeopathy Biochemic Combination Tablets # 6 ...,₹95,₹75,0,0,0,21% off,Bank Offer
ALLEN Varicose Veins Drops,₹530,₹403,0,4.3,(12),23% off,Bank Offer
Bakson's Homoeopathy Ustilago Maydis 30 Dilution,₹100,₹60,0,0,0,40% off,Bank Offer
Dr. Reckeweg Sabal Serr Q Liquid,₹470,₹296,0,4.9,(9),37% off,Bank Offer
Bjain Allium Sativum Q Mother Tincture,₹265,₹162,0,0,0,38% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Carduus Marianus Q Mother Tincture,₹140,₹84,0,0,0,40% off,Bank Offer
ADEL ALFALFA TONIC WITH GINSENG Liquid,"₹1,220",₹998,0,4.1,(38),18% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Dr.Willmar Schwabe India Bacopa Monnieri (Brahmi) Mothe...,₹575,₹399,0,4.3,(3),30% off,Bank Offer
Bakson's Homoeopathy Echinacea Angustifolia 1X Tablets,₹270,₹147,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Physostigma Venenosum 30 Dilution,₹100,₹60,0,0,0,40% off,Bank Offer
Dr.Willmar Schwabe India Ginseng Mother Tincture,"₹1,500","₹1,250",0,0,0,16% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bakson's Homoeopathy Granatum 30 Dilution,₹100,₹68,0,0,0,32% off,Bank Offer
Bakson's Homoeopathy Natrum Muriaticum 6X Tablets,₹720,₹357,0,0,0,50% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bakson's Homoeopathy Wyethia Helenoides 30 Dilution,₹100,₹60,0,0,0,40% off,Bank Offer
Dr.Willmar Schwabe India Hekla Lava 3X Tablets,₹250,₹200,0,4.2,(6),20% off,Bank Offer
Dr.Willmar Schwabe India Conium Maculatum 200CH 200CH L...,₹210,₹151,0,3.8,(28),28% off,Bank Offer
Bjain Agnus Castus Q Mother Tincture,₹240,₹155,0,3.8,(10),35% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr. Reckeweg Pancreatinum 3x Tablets,₹480,₹384,0,4.3,(10),20% off,Bank Offer
Dr. Reckeweg Silicea 12x Tablets,₹170,₹122,0,3.9,(204),28% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Dr. Reckeweg Arsenicum Album 30 CH Liquid,₹125,₹100,0,4.2,(96),20% off,Bank Offer
LORD'S Selenium 3X Tablets,₹840,₹614,0,4,(3),26% off,Bank Offer
Dr. Reckeweg Chelone G Q Liquid,₹310,₹248,0,4.6,(21),20% off,Bank Offer
Dr. Reckeweg Lycopodium 30 Liquid,₹270,₹215,0,4.1,(14),20% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bakson's Homoeopathy Uranium Nitricum 4X Tablets,₹165,₹81,0,4.3,(4),50% off,Bank Offer
Bakson's Homoeopathy Aloe Socotrina 30 Dilution,₹100,₹68,0,0,0,32% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Robina Pseudacacia 30 Dilution,₹100,₹68,0,0,0,32% off,Bank Offer
Dr.Willmar Schwabe India Belladonna 200CH 200CH Liquid,₹210,₹120,0,4,(12),42% off,Bank Offer
SBL Lecithinum 3X Tablets,₹165,₹118,0,4,(95),28% off,Bank Offer
Bakson's Homoeopathy Borax 30 Dilution,₹100,₹68,0,0,0,32% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
HASLAB Ashoka Elixir Drops,₹220,₹159,0,0,0,27% off,Bank Offer
SBL Gelsemium Sempervirens 30CH Liquid,₹285,₹204,0,4.2,(30),28% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Bakson's Homoeopathy Ferrum Metallicum 6X Tablets,₹165,₹81,0,0,0,50% off,Bank Offer
SBL Bio-Combination 28 Tablets,₹105,₹83,0,4.1,(63),20% off,Bank Offer
Dr.Willmar Schwabe India Sulphur 200CH 200CH Liquid,₹210,₹112,0,3.5,(27),46% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Dr. Reckeweg Agnus Castus 30 Liquid,₹375,₹276,0,4.1,(17),26% off,Bank Offer
Dr. Reckeweg R77-Anti-Smoking Drops,"₹1,350","₹1,115",0,0,0,17% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bakson # B-41 (Vitality Drops) Drops,₹175,₹87,0,4,(22),50% off,Bank Offer
ALLEN A59 Tumour Drops,₹500,₹360,0,0,0,28% off,Bank Offer
Dr.Willmar Schwabe India Sulphur 1000CH Liquid,₹245,₹168,0,4,(12),31% off,Bank Offer
Bakson's Homoeopathy Go Tox Drops,₹125,₹68,0,4.2,(18),45% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Dr. Reckeweg Ginko Biloba Q Liquid,₹670,₹570,0,3.9,(10),14% off,Bank Offer
Bjain Aralia Racemosa Q Mother Tincture,"₹1,365",₹944,0,0,0,30% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Dr.Willmar Schwabe India Kreosotum Q Liquid,₹210,₹159,0,0,0,24% off,Bank Offer
Bjain Aethusa Cynapium Q Mother Tincture,"₹1,480",₹965,0,0,0,34% off,Bank Offer
Bakson's Homoeopathy Sept Aid Antiseptic Spray,₹150,₹81,0,4,(5),46% off,Bank Offer
Bjain Aethusa Cynapium Q Mother Tincture,"₹2,220","₹1,409",0,0,0,36% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bjain Filipendula Ulmaria Q Mother Tincture,"₹1,650","₹1,022",0,0,0,38% off,Bank Offer
Bjain Drosera Rotundifolia Q Mother Tincture,"₹1,960","₹1,311",0,0,0,33% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Allium Sativum Q Mother Tincture,₹265,₹162,0,0,0,38% off,Bank Offer
LORD'S Skookum Chuck 3X Tablets,₹150,₹101,0,4.3,(8),32% off,Bank Offer
Bjain Acidum Tannicum Q Mother Tincture,"₹2,220","₹1,409",0,0,0,36% off,Bank Offer
Bjain Cimicifuga Racemosa Q Mother Tincture,"₹1,740","₹1,083",0,0,0,37% off,Bank Offer
SBL Alfalfa Tonic (Sugarfree) Liquid,₹725,₹480,0,4.8,(5),33% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Dr.Willmar Schwabe India Hypericum Perforatum 200CH Liq...,₹210,₹159,0,4.3,(3),24% off,Bank Offer
LORD'S L 144 Nerve & Sleep Drops,₹450,₹359,0,0,0,20% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
ADEL No. 61 (SUPREN) Adenal Gland Drops,"₹1,200",₹980,0,0,0,18% off,Bank Offer
Dr.Willmar Schwabe India Terminalia Arjuna Mother Tinct...,₹500,₹360,0,4,(21),28% off,Bank Offer
Bjain Sanguinaria Canadensis Q Mother Tincture,"₹1,155",₹783,0,0,0,32% off,Bank Offer
HAPDCO Laxosoft Laxative Powder,₹465,₹316,0,4.9,(7),32% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(115),32% off,Bank Offer
Bjain Badiaga Q Mother Tincture,"₹1,215",₹829,0,0,0,31% off,Bank Offer
Dr. Reckeweg Avena Sativa Q Liquid,₹770,₹593,0,4.4,(7),22% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bjain Gelsemium Sempervirens Q Mother Tincture,"₹1,230",₹896,0,0,0,27% off,Bank Offer
Bjain Condurango Q Mother Tincture,"₹1,365",₹944,0,0,0,30% off,Bank Offer
Bjain Colocynthis Q Mother Tincture,"₹1,440",₹879,0,0,0,38% off,Bank Offer
Dr.Willmar Schwabe India Cynara Scolymus Q Liquid,"₹1,140",₹926,0,0,0,18% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
ADVEN Rhineez Tablets,₹600,₹384,0,4.3,(6),36% off,Bank Offer
Bhargava Phytolab Garcinia Cambogia Drops,"₹1,396","₹1,120",0,0,0,19% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
ADEL No. 31 (UPELVA) Periods Regulating Drops,"₹1,485","₹1,236",0,0,0,16% off,Bank Offer
Bjain Ipecacuanha Q Mother Tincture,"₹1,470",₹900,0,0,0,38% off,Bank Offer
Dr. Reckeweg Symphytum Q Liquid,₹540,₹400,0,0,0,25% off,Bank Offer
Dr.Willmar Schwabe India Thuja Occidentalis Mother Tinc...,₹460,₹312,0,0,0,32% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Bjain Gaultheria Procumbens Q Mother Tincture,"₹1,740","₹1,083",0,0,0,37% off,Bank Offer
Bjain Senega (Imported) Q Mother Tincture,"₹1,215",₹829,0,0,0,31% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bjain Antipyrinum Q Mother Tincture,"₹1,215",₹829,0,0,0,31% off,Bank Offer
Dr.Willmar Schwabe India Nuphar Lutea Mother Tincture,₹720,₹548,0,3.8,(31),23% off,Bank Offer
Bjain Daphne Indica Q Mother Tincture,"₹1,305",₹899,0,0,0,31% off,Bank Offer
Bjain Apocynum Cannabinum Q Mother Tincture,"₹1,440",₹879,0,0,0,38% off,Bank Offer
Bakson's Homoeopathy Calcarea Fluorica 200X Tablets,₹720,₹393,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Selenium 3X Tablets,₹930,₹476,0,4,(5),48% off,Bank Offer
Bhargava Phytolab Garcinia Cambogia Drops,"₹1,745","₹1,380",0,0,0,20% off,Bank Offer
Bjain Abies Nigra Q Mother Tincture,"₹1,380",₹838,0,0,0,39% off,Bank Offer
Bakson's Homoeopathy Ginseng 1X Tablets,₹300,₹147,0,4.2,(12),51% off,Bank Offer
Bakson's Homoeopathy Chelidonium Majus Q Mother Tinctur...,₹140,₹84,0,3.5,(4),40% off,Bank Offer
Bjain Convallaria Majalis Q Mother Tincture,"₹1,305",₹899,0,0,0,31% off,Bank Offer
Bjain Staphysagria Q Mother Tincture,"₹1,470",₹900,0,0,0,38% off,Bank Offer
Dr. Reckeweg Tribulus Terr Q Liquid,₹810,₹629,0,0,0,22% off,Bank Offer
Bakson's Homoeopathy Agnus Castus 30 Dilution,₹100,₹60,0,0,0,40% off,Bank Offer
Bakson Nail & Hair Aid Tablets,₹175,₹106,0,3.8,(33),39% off,Bank Offer
Bakson's Homoeopathy Spondy Aid Drops,₹175,₹119,0,4,(116),32% off,Bank Offer
Bakson's Homoeopathy Phytolacca Berry Tablets,₹200,₹121,0,3.9,(14),39% off,Bank Offer
Bjain Chionanthus Virginica Q Mother Tincture,"₹1,155",₹783,0,0,0,32% off,Bank Offer
Bakson's Homoeopathy Oleum Morrhuae 3X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Chelidonium Majus Q Mother Tincture,₹310,₹189,0,4.7,(12),39% off,Bank Offer
Dr.Willmar Schwabe India Aspidosperma Mother Tincture,₹390,₹280,0,4.1,(36),28% off,Bank Offer
HASLAB Alfalfa Super Abcd Syrup,₹345,₹240,0,0,0,30% off,Bank Offer
Bjain Grindelia Robusta Q Mother Tincture,"₹1,365",₹944,0,0,0,30% off,Bank Offer
LORD'S Ylo Tablets,₹405,₹287,0,4.5,(11),29% off,Bank Offer
Bakson's Homoeopathy Selenium 6X Tablets,₹844,₹476,0,0,0,43% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹230,₹140,0,4.3,(12),39% off,Bank Offer
ADEL No. 61 (SUPREN) Adenal Gland Drops,"₹1,485","₹1,236",0,0,0,16% off,Bank Offer
Bakson's Homoeopathy Symphytum Officinale Q Mother Tinc...,₹140,₹76,0,0,0,45% off,Bank Offer
Bakson's Homoeopathy Cuprum Oxydatum Nigrum 6X Tablets,₹930,₹447,0,0,0,51% off,Bank Offer
Bjain Phytolacca Berry Q Mother Tincture,₹455,₹278,0,4,(4),38% off,Bank Offer
Bjain Baptisia Tinctoria Q Mother Tincture,"₹1,950","₹1,226",0,0,0,37% off,Bank Offer
WHEEZAL WL-2 Asthma Drops,₹340,₹239,0,4.5,(4),29% off,Bank Offer
Bjain Cantharis Q Mother Tincture,"₹1,845","₹1,155",0,0,0,37% off,Bank Offer
WHEEZAL Hekla Lava Powder,₹480,₹320,0,0,0,33% off,Bank Offer
Bjain Avena Sativa Q Mother Tincture,₹185,₹125,0,4.2,(18),32% off,Bank Offer
Bjain Bacopa Monnieri Q Mother Tincture,₹185,₹125,0,4.8,(5),32% off,Bank Offer
Dr. Reckeweg Natrium Muriaticum 6x Tablets,₹510,₹410,0,0,0,19% off,Bank Offer
Bjain Drosera Rotundifolia Q Mother Tincture,"₹1,155",₹783,0,0,0,32% off,Bank Offer
Bjain Berberis Aquifolium Q Mother Tincture,₹480,₹287,0,4.5,(40),40% off,Bank Offer
Bakson's Homoeopathy Plumbum Metallicum 6X Tablets,₹930,₹476,0,0,0,48% off,Bank Offer
Bjain Digitalis Q Mother Tincture,"₹1,380",₹838,0,0,0,39% off,Bank Offer
LORD'S Orthokure Tablets,"₹1,000",₹750,0,5,(4),25% off,Bank Offer
HASLAB Drox 10 Filarin Drops,₹300,₹216,0,4.1,(7),28% off,Bank Offer
Dr.Willmar Schwabe India Natrum Muriaticum 200CH Liquid,₹105,₹80,0,4,(9),23% off,Bank Offer
